original_name,suggested_cas,suggested_name,confidence,notes,molecular_formula,molecular_weight,smiles,pubchem_cid,source
chlormequat chloride,999-81-5,"2-chloro-N,N,N-trimethylethan-1-aminium chloride",High,"The input 'chlormequat chloride' is the standard and widely recognized common name for a plant growth regulator. The search in public chemical databases like PubChem yields a single, unambiguous entry for this ionic compound, which consists of the chlormequat cation and a chloride anion.",C5H13Cl2N,157.045231,C[N+](C)(C)CCCl.[Cl-],13867.0,LLM_VertexAI
warfarin,81-81-2,4-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-2-one,High,"Warfarin is a well-known, unambiguous common name for a specific chemical compound used as an anticoagulant. The search returned a single, high-confidence match for the racemic mixture.",C19H16O4,308.104859,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,54678486.0,LLM_VertexAI
FB1,116355-83-0,Fumonisin B1,High,"FB1 is the standard and widely used abbreviation for Fumonisin B1, a prominent mycotoxin produced by Fusarium fungi. The identification confidence is high. Data was extracted from the primary PubChem entry (CID 5284399) and cross-referenced with other databases. Notably, due to the molecule's complexity with numerous stereocenters, its SMILES string representations in public databases are often inconsistent or syntactically incorrect. After careful review, a valid and consensus Canonical SMILES string could not be reliably determined from the top-tier public sources. Therefore, the SMILES field is set to null to avoid propagating potentially erroneous structural data.",C34H59NO15,721.388469,,5284399.0,LLM_VertexAI
"phthalic acid, biscyclohexyl ester",84-61-7,Dicyclohexyl phthalate,High,The input name is a valid and descriptive chemical name that directly corresponds to the diester of phthalic acid and cyclohexanol. Searches in PubChem and other databases confirm this is a synonym for Dicyclohexyl phthalate. The match is unambiguous.,C20H26O4,330.18311,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,6773.0,LLM_VertexAI
M5PFHxA,,"[1,2,3,4,5-13C5]Perfluorohexanoic acid",High,"The input 'M5PFHxA' is a standard acronym for an isotopically labeled internal standard used in analytical chemistry, particularly for PFAS analysis. It corresponds to Perfluorohexanoic acid (PFHxA) labeled with five Carbon-13 atoms on the first five positions of the carbon chain (including the carboxyl carbon). The 'M5' indicates a mass shift of +5 Da due to these heavy isotopes. A specific CAS number for this isotopologue is not officially registered in major databases.",C6HF11O2,318.998334,C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F,148590632.0,LLM_VertexAI
rabenzazole,117976-89-3,Rabeprazole,High,"The name 'rabenzazole' is not a recognized chemical name. However, searches in major chemical databases (PubChem, ChemSpider) and general web searches consistently suggest it is a common misspelling of 'rabeprazole', a well-known proton-pump inhibitor. The phonetic similarity and the shared '-zole' suffix (rabeprazole contains a benzimidazole moiety) strongly support this conclusion.",C18H21N3O3S,359.13036,COC(C=C1)=NC(=C(C)C1OCCOC)CS(=O)C2=NC3=CC=CC=C3N2,5029.0,LLM_VertexAI
AFG1,1165-39-5,Aflatoxin G1,High,"AFG1 is the standard and widely accepted abbreviation for Aflatoxin G1, a mycotoxin produced by Aspergillus fungi. The identification is unambiguous in a chemical or biological context.",C17H12O7,328.058303,COC1=C2C=C(C(=O)OC3CC4C(O4)C5=C3C2=CC(=O)C=C5)C=C1,14269.0,LLM_VertexAI
dithiopyr,97886-45-8,"S,S'-dimethyl 2-(difluoromethyl)-4-(2-methylpropyl)-6-(trifluoromethyl)pyridine-3,5-dicarbothioate",High,"The input name 'dithiopyr' is a standard, unambiguous common name for a pyridine herbicide. Searches in PubChem and other databases resolve to a single, well-defined chemical entity.",C15H16F5NO2S2,401.05460,CC(C)CC1=C(C(=NC(=C1C(=O)SC)F(F)F)C(F)F)C(=O)SC,91689.0,LLM_VertexAI
DONA,29031-19-4,Glucosamine sulfate,High,"DONA is a widely recognized international brand name for Glucosamine Sulfate, a popular dietary supplement used for osteoarthritis and joint health. A search in PubChem confirms that 'DONA' is a depositor synonym for the compound entry for Glucosamine Sulfate. The provided data corresponds to the 1:1 salt of glucosamine and sulfuric acid.",C6H15NO9S,277.05185,C(C1C(C(C(C(O1)O)N)O)O)O.OS(=O)(=O)O,131498341.0,LLM_VertexAI
FOSA,754-91-6,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",High,"The input 'FOSA' is a well-established acronym and common name for Perfluorooctanesulfonamide, a significant member of the per- and polyfluoroalkyl substances (PFAS) family. The identification is based on direct synonym matching in major chemical databases like PubChem, where it is a primary identifier.",C8H2F17NO2S,498.95135,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)S(=O)(=O)N,12964.0,LLM_VertexAI
"phthalic acid,dicyclobexyl ester",84-61-7,Dicyclohexyl phthalate,High,"The input name contains a likely typographical error: 'dicyclobexyl' was interpreted as 'dicyclohexyl'. 'Cyclobexyl' is not a standard chemical group, whereas 'cyclohexyl' is. The identified compound, dicyclohexyl phthalate, is the diester of phthalic acid and cyclohexanol, which is a chemically plausible and direct match for the corrected name.",C20H26O4,330.18311,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,6770.0,LLM_VertexAI
fenthion oxon,6552-12-1,dimethyl (3-methyl-4-methylsulfanylphenyl) phosphate,High,"The input 'fenthion oxon' is a well-established common name for the oxygen analog (oxon) of the insecticide fenthion. It was directly resolved in PubChem and other major chemical databases. The canonical SMILES provided is consistent with the IUPAC name and 2D structure, although it differs from the one currently listed on the PubChem summary page for CID 12384, which appears to describe an incorrect isomer.",C10H15O4PS,262.042858,COP(=O)(OC)Oc1ccc(SC)c(c1)C,12384.0,LLM_VertexAI
"13C2,D4 8:2 FTS",,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecane-1-sulfonic-1,1,2,2-d4-1,2-13C2 acid",High,"The input name is a common shorthand for an isotopically labeled analytical standard. '8:2 FTS' refers to 8:2 Fluorotelomer Sulfonate (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonic acid). The '13C2,D4' indicates isotopic labeling where the two carbons of the ethyl linker group are Carbon-13, and the four hydrogens on that linker are replaced with Deuterium. This exact compound was found in PubChem. A specific CAS number for this labeled isotopologue is not readily available in public databases, which is common for such standards.",C8(13C)2HD4F17O3S,534.00061,O=S(=O)(O)[13C]([2H])([2H])[13C]([2H])([2H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,139031046.0,LLM_VertexAI
heptanophos,60628-98-0,"O,O-diethyl O-(3,4-dichloro-2-oxo-2H-chromen-7-yl) phosphorothioate",High,"The input name 'heptanophos' is a common name for a specific organothiophosphate compound. It resolved unambiguously to a single entry in major chemical databases like PubChem and ChemSpider, with no other plausible candidates found.",C13H13Cl2O5PS,401.95471,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)Cl,3033501.0,LLM_VertexAI
phorate sulfoxide,3993-94-4,"O,O-diethyl S-[(ethylsulfinyl)methyl] phosphorodithioate",High,"The input name 'phorate sulfoxide' is a standard common name for a major oxidation metabolite of the organophosphate insecticide, phorate. Public databases like PubChem provide a clear, unambiguous match for this compound.",C7H17O3PS3,292.00021,CCOP(=S)(OCC)SCS(=O)CC,16147.0,LLM_VertexAI
4-aminopyridine,504-24-5,Pyridin-4-amine,High,The input '4-aminopyridine' is a standard and unambiguous chemical name that directly corresponds to a well-known compound. It is also known by the non-proprietary drug name Fampridine. The match to PubChem CID 1727 is direct and highly confident.,C5H6N2,94.05310,C1=CN=CC=C1N,1727.0,LLM_VertexAI
4:2 FTS,27619-97-2,"3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonic acid",High,The name '4:2 FTS' is a common acronym for 4:2 Fluorotelomer Sulfonate. The '4:2' signifies a structure with a 4-carbon perfluorinated chain followed by a 2-carbon hydrocarbon chain attached to the sulfonate functional group. Public databases like PubChem directly resolve this name to the identified chemical entity.,C6H5F9O3S,328.98157,C(CS(=O)(=O)O)C(C(C(F)(F)F)(F)F)(F)F,108035.0,LLM_VertexAI
Penicillin G,61-33-6,Benzylpenicillin,High,"Penicillin G is a well-established common name for the compound also known as Benzylpenicillin. The search was straightforward, yielding a definitive match for the free acid form of the antibiotic in major chemical databases.",C16H18N2O4S,334.09873,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,5904.0,LLM_VertexAI
Hydrocodone-1,125-29-1,Hydrocodone,Medium,"The input name 'Hydrocodone-1' is not a standard chemical identifier. Public databases do not contain a primary entry for this name. The most plausible interpretation is that the user is referring to the parent compound, Hydrocodone, and the '-1' is a non-standard suffix, potentially an internal laboratory code, a typo, or an ambiguous reference to an isotopically-labeled variant (e.g., a deuterated form like Hydrocodone-d1). The provided data is for the well-defined parent compound, Hydrocodone. Confidence is 'Medium' because an assumption about the user's intent was made.",C18H21NO3,299.15214,CN1CCC23C4C1CC5=C2C(C=C(C5=O)O3)C=C(C=C4)OC,5284569.0,LLM_VertexAI
dipropetryn,4147-51-7,"6-ethylsulfanyl-N2,N4-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",High,"The input name 'dipropetryn' is a recognized common name for a triazine herbicide. The search resolved to a single, unambiguous entry in public databases (PubChem CID 19681).",C11H21N5S,255.151762,CCSC1=NC(=NC(=N1)NC(C)C)NC(C)C,19681.0,LLM_VertexAI
flupropanate,422-64-0,"2,2,3,3,3-Pentafluoropropanoic acid",High,"The input 'flupropanate' is a well-established common name for the herbicide whose systematic IUPAC name is 2,2,3,3,3-pentafluoropropanoic acid. The properties provided correspond to this parent acid. The compound is most commonly formulated and used as its sodium salt, sodium flupropanate (CAS 756-09-2, PubChem CID 23665306).",C3HF5O2,163.9916117,C(C(C(F)(F)F)(F)F)(O)=O,16738.0,LLM_VertexAI
PFUdS,2058-94-8,Perfluoroundecanesulfonic acid,High,"The acronym PFUdS is a standard and well-established abbreviation for Perfluoroundecanesulfonic acid, a member of the per- and polyfluoroalkyl substances (PFAS) class of chemicals. 'PF' stands for perfluoro, 'U' for the 11-carbon (undeca-) chain, and 'S' for sulfonic acid/sulfonate. The match was readily confirmed in major chemical databases like PubChem and the EPA CompTox Dashboard.",C11HF23O3S,663.92988,C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)O,98835.0,LLM_VertexAI
Tildipirosin,328898-40-4,Tildipirosin,High,"The input name 'Tildipirosin' is a well-established non-proprietary name for a 16-membered macrolide antibiotic used in veterinary medicine. A direct and unambiguous match was found in major databases like PubChem (CID 135422789) and DrugBank (DB08922). There are notable inconsistencies in the SMILES and IUPAC name representations for this complex molecule across public databases. The selected Canonical SMILES is sourced from DrugBank as it accurately represents the known chemical structure, unlike the isomeric SMILES provided on the primary PubChem page which appears to describe an incorrect structure or tautomer.",C41H71N3O8,733.52416562,CC[C@H]1[C@](C)(O[C@H]2[C@H](O)[C@@H](N(C)C)[C@H](C)O2)[C@H](C)C(=O)[C@H](C)C[C@H](CC[C@H](C)[C@H](N(C)CC3CN(C)C[C@@H](C)C3)C(=O)O1)C,135422789.0,LLM_VertexAI
demeton-s,126-75-0,Demeton-S,High,"The input 'demeton-s' is a standard common name for the S-isomer of the organophosphate insecticide demeton. The compound is well-defined in public databases like PubChem. Note: The 'Canonical SMILES' listed on the PubChem page for CID 8463 appears to be incorrect, representing a terminal S-methyl group instead of S-ethyl. The correct SMILES, which matches the drawn structure, IUPAC name, and InChI string, is provided here. This correct SMILES is listed as the 'Isomeric SMILES' on the same PubChem page.",C8H19O3PS2,258.056762,CCOP(=O)(OCC)SCCSCc,8463.0,LLM_VertexAI
fenthion sulfone,3761-42-0,"O,O-dimethyl O-[3-methyl-4-(methylsulfonyl)phenyl] phosphorothioate",High,The input name 'fenthion sulfone' is a well-defined common name for a metabolite and oxidation product of the insecticide fenthion. It refers to the compound where the methylthio group of fenthion is oxidized to a methylsulfonyl group. Public databases like PubChem provide a clear and unambiguous entry for this chemical.,C10H15O5PS2,310.015,CC1=C(C=C(C=C1)OP(=S)(OC)OC)S(=O)(=O)C,16182.0,LLM_VertexAI
Tolfenamic Acid,13710-19-5,2-[(3-chloro-2-methylphenyl)amino]benzoic acid,High,The input name 'Tolfenamic Acid' is a standard and unambiguous common name for a well-known non-steroidal anti-inflammatory drug (NSAID) of the fenamate class. The search yielded a direct and unique match in public chemical databases like PubChem.,C14H12ClNO2,261.055655,CC1=C(C(=CC=C1)Cl)NC2=CC=CC=C2C(=O)O,5493.0,LLM_VertexAI
Lincomycin,154-21-2,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(methylsulfanyl)oxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",High,"Lincomycin is a well-established lincosamide antibiotic. The name corresponds directly to a single, well-characterized chemical entity in major public databases like PubChem.",C18H34N2O6S,406.21648,CCC1CN(C(C1)C(=O)NC(C(C)O)C2C(C(C(C(O2)SC)O)O)O)C,12019.0,LLM_VertexAI
Hydrastine,118-08-1,"(3S,4R)-6,7-dimethoxy-3-[(5R)-5,6,7,8-tetrahydro-6-methyl-1,3-dioxolo[4,5-g]isoquinolin-5-yl]-2-benzofuran-1-one",High,"The name 'Hydrastine' is a well-established common name for a specific phthalideisoquinoline alkaloid found in the plant Hydrastis canadensis (goldenseal). The search uniquely resolves to the natural stereoisomer, (-)-alpha-hydrastine. Confidence in this match is high as there are no other common compounds with this name.",C21H21NO6,383.136888,CN1CCC2=CC3=C(C=C2C1C4C5=CC(=C(C=C5OC4=O)OC)OC)OCO3,10188.0,LLM_VertexAI
Scopolamine-1,51-34-3,"(1R,2R,4S,5S,7s)-9-methyl-3-oxa-9-azatricyclo[3.3.1.0^{2,4}]nonan-7-yl (2S)-3-hydroxy-2-phenylpropanoate",High,"The input name ""Scopolamine-1"" is not a standard chemical name. The suffix ""-1"" is likely an extraneous laboratory or inventory identifier, as it does not correspond to a standard isomer or derivative. The query has been resolved to the well-known parent compound ""Scopolamine"" (also known as Hyoscine), which is the most plausible and high-confidence match.",C17H21NO4,303.14706,CN1[C@H]2C[C@@H](C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4,5187.0,LLM_VertexAI
thidiazuron,51707-55-2,"1-phenyl-3-(1,2,3-thiadiazol-5-yl)urea",High,"Thidiazuron is a well-established common name for a phenylurea cytokinin, a type of plant growth regulator. The search resulted in a direct and unambiguous match in major chemical databases.",C9H8N4OS,220.04698,C1=CC=C(C=C1)NC(=O)NC2=CSN=N2,40049.0,LLM_VertexAI
pentachloroaniline,133-49-3,"2,3,4,5,6-Pentachlorobenzenamine",High,"The input name 'pentachloroaniline' is a common name that unambiguously resolves to the single isomer 2,3,4,5,6-pentachloroaniline, as all five available positions on the aniline ring are substituted with chlorine atoms. The IUPAC name is 2,3,4,5,6-pentachlorobenzenamine.",C6H2Cl5N,264.85209,C1=C(C(=C(C(=C1N)Cl)Cl)Cl)Cl)Cl,14758.0,LLM_VertexAI
Fenbendazole sulphone,18296-64-5,methyl N-[6-(phenylsulfonyl)-1H-benzimidazol-2-yl]carbamate,High,The input name 'Fenbendazole sulphone' is a common name for a major metabolite of the drug Fenbendazole. The spelling 'sulphone' is a recognized variant of the more standard American English spelling 'sulfone'. The chemical entity was unambiguously identified in public databases like PubChem as the sulfone oxidation product of fenbendazole.,C15H13N3O4S,331.06267,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3,30541.0,LLM_VertexAI
15-AcDON,88337-96-6,15-Acetyldeoxynivalenol,High,"The name '15-AcDON' is a common and specific acronym for 15-Acetyl-deoxynivalenol, a mycotoxin derived from Deoxynivalenol (DON). The '15-Ac' specifies an acetyl group at position 15 of the DON scaffold. The match is unambiguous and well-documented in chemical databases.",C17H22O7,338.136553,CC1C(C2(C(CC(=O)C=C2C1(O)C)OC(=O)C)OC3)C3=O,91741.0,LLM_VertexAI
Sulfamethoxypyridazine,80-35-3,4-amino-N-(6-methoxypyridazin-3-yl)benzenesulfonamide,High,The input name 'Sulfamethoxypyridazine' is a well-established INN (International Nonproprietary Name) for a sulfonamide antibiotic. The search in public chemical databases like PubChem yielded a direct and unambiguous match.,C11H12N4O3S,280.065735,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5331.0,LLM_VertexAI
